tweet,class
soft news. ni habari in Journalism tena habari inayifatiliwa sana,NOT
Kuna Hard News ndio hizo za maana Soft ni burudani na hizo umbea ndio soft na ndio zina fatiliwa sana online tv wan… ,NOT
nope nataka mkera zaid ,NOT
ili nisije umia roho yangu ntashabikia Yanga na Simba zote 🙏,NOT
Naumwa Kiuno utafikiri nataka kuzaa,NOT
The new instagram updates sucks,NOT
 Na ivo ulivo endelea kusubiria; Kwahiyo unajiuza? Na ni hela kiasi gani unataka? Kuna down payment watu wanaweza fanya?;,NOT
 Na wewe utaishilia kutombwa mpaka uzee,ABUSIVE
 Katika hao vijana wewe upo kundi la Babayo Mkubwa!!?; Hahaha endelea kutupostia mpododo wako..,ABUSIVE
 Sikomi me nakuchana kenge ww na ndio maana  alikuchezea tu👺👺👺;,
 Mawazo yako ya kihabakahaba tu ebu kwendraaa zako watu tuko busy na maisha hapa👺👺👺;,ABUSIVE
" Anayaweza mapenzi,Kitandani sio gogo Afu kimaumbile hajatepeta,Usafi wa kuma.
",ABUSIVE
Im crazy yes ... i don need shobo. Im straight ,ABUSIVE
sana ... mkojo huwa unanitoka kwa katerero ,ABUSIVE
angalia nikielezea matatizo Yangu ya Uzazi hapa yan adi nimelia ila Inshallah one day Yes ,ABUSIVE
"joto, kishimo kidogo, kiuno lain, namna anavyo guna show ikianza, usafi, mshapu wa kufuta",ABUSIVE
"Kwanza joto sio Mwanamke anakuwa wa baridi Kama pweza ,pili hata mzaingira ya zakali yamekaa kiaina sio imelegea utafikili nyama iliyolala siku nne buchani",ABUSIVE
Inakumbatia;Inanyonya mboo yani,ABUSIVE
Maswali mengine muwe mnauliza wazazi wenu kama babayako,ABUSIVE
wanawake watamu niyule anaekufanya kufurahia tendo kwakias kikubwa bila ya mwanaume kuhangaika,NOT
wanawake wengine kitandani km umelaza engine hapo kugeuka mpka usukume,NOT
Kuna mnatooo mnatooo kuna k yake kubana,ABUSIVE
Huwa tunamaanisha ww haupo kwenye hyo list ya wanawake watamu,NOT
Kuna mtu ame kwambia kuwa we mtamu nin,NOT
Naona kuna mwamba alikusifia sasa unataka kujua utamu wako uko wap,NOT
Puchi yake inavuta ?? kwa ndani,ABUSIVE
"Mtoto anajituma,afu taiti kimanzi siyo kuma bwawa",ABUSIVE
"Akiwa na kuma mnato, akiwa hanuki ",ABUSIVE
"hatoi harufu chafu, maneno yake yakubembeleza, sauti ya mahaba.... huu ndo utam sasa",NOT
Nmeona ile clip halima mdee kakataa kumpa mkono ?????? binafsi hakuna uadui wa kudumu katika siasa acheni maisha yaendelee,NOT
"Sasa huu Ni upuuzi yaani unamshitaki baba ako,,, okay sawa anafungwa tuone utakula nini??????????",NOT
"Aombe hadharani asaidiwe kulea tena aombe kwa kupiga magoti tutamuelewa, RUBISH""",NOT
"Wanajikuta wasafi, kumbe ndo wafiraji wa kwanza ????",ABUSIVE
"Hata nyie ameshawakwama koon,nini..!!!? ?? ??",NOT
 Halafu mnatukataza tuache kutumia mkaa takataka,NOT
Nzi asiyeweza kuruka wewe utakufa,ABUSIVE
huyu Nguruwe mwitu nayeye,ABUSIVE
matendegu yako nitolee hapa,ABUSIVE
pesa kidogo tu unafokea raia,NOT
mjinga huyu hajielewi mwacheni,ABUSIVE
sasa huyo demu kifua kimevurugika kabisa anataka mia kweli tumefika sehemu mbaya,ABUSIVE
Benjamin Mendy ni mavi sana ??,ABUSIVE
hivi wewe unanyoa hata mavuzi au ndo hata Khaionekani,ABUSIVE
asilimia 90 ya watanzania tumeongeza msamiati mpya #mediocre,ABUSIVE
SICHEZI NA DADA ZANGU NACHEZA NA DADA ZAKO ???????? mixaaaaa Mkong�tooo,NOT
Atakae Muona mbuzi kavaa Jezi ya man Utd aniambie - Mediocre,ABUSIVE
huyu mbuge ni kibaka kabisa,ABUSIVE
nitolee ushuzi hapa kajambe huko,ABUSIVE
unaleta pumba zako hapa kafie mbali,ABUSIVE
wewe nyumbu wa chadema akili huna,ABUSIVE
 unanukia kwa kuwa unaogea perfume,ABUSIVE
paka shume huyu kazi kujiuza tu,ABUSIVE
kicwa kikubwa akili huna,ABUSIVE
utaishia kutombwa na kila mwanaume na hauolewi,ABUSIVE
mwanamke matiti kama unanyonyesha paka una uzuri gani,ABUSIVE
Kinuka uchi nenda kaoge baharini,ABUSIVE
mwanaume kibamia kama cha lemtuz,ABUSIVE
wanawake wote mnanuka kuma mbona tunawasitir tu,ABUSIVE
wanaume muwe mnapiga mswaki mnanuka midomo,ABUSIVE
wajinga ndio waliwao,NOT
kichwa nazi huyu,ABUSIVE
wanaume wote ni mbwa,ABUSIVE
kuma matope ni tamu sana,ABUSIVE
umalaya kufirana ndio raha,ABUSIVE
kufirwe na wewe si una tundu nyuma,ABUSIVE
"Lakini nikukumbushe kuwa kutafuti kubwa sana kati ya mwizi na jambazi, wewe ni jambazi kaka",ABUSIVE
Una akili mgando wewe Kwanzaa unajiuza million 500 unafikili kwa mahali hiyo utaacha kutumikishwa na kugeuzwa mbele nyuma. ,ABUSIVE
pilipili usiyoila yakuwashia nin?,ABUSIVE
 Ungekuwa unafanya hivyi usingekuwa unanuka K na mdomo????,ABUSIVE
"Kila siku unatutukana, hatuna muda na wewe kikaragosi",ABUSIVE
takataka kabisa huyu mwanamke ??????????????????????????????,ABUSIVE
Nyonya mboo mfululizo kwa week Kila unapoingia kulala ngoma inazima ,ABUSIVE
Nyonyaa mboo??mpk ashushe alf usiteme meza kabsaa utapona,ABUSIVE
Toa papa watu wainyandue,ABUSIVE
Yan ww every after 5 min unanuka dada angu acha maringo me ntanuka jasho ww utanuka hd pu**,ABUSIVE
kinuka papuchi wewe,ABUSIVE
" Fuckin,unadhani hzo ela tunazikojoa",ABUSIVE
 We unaejishaua hapo unaweza ukajikuta kila dakika unajipulizia unyunyu kwasbb unanuka na kila dakika unatokwa maji chini,ABUSIVE
 We unapenda kunukia sn kwa umeolewa na jini???,ABUSIVE
Hiki kizee kina nyege sana Pole aisee,ABUSIVE
 Itakua katoka kumkaza demu mwenzio maana sikuizi mnanuka naili jua,ABUSIVE
That's your type you bitch! Toka hapa,ABUSIVE
Hao wanaume wanaonuka unakutanao wapi Kama sio mdangaji??????usitangaze ujinga wako hadharani,ABUSIVE
 tunanuka pumbu jua kali achana na sisi,ABUSIVE
Toka wamemkwich kwich na baba Lao wakamwambia ananuka sahv anawaona wanaume wote wabaya,ABUSIVE
 Mbona na ww unanuka atusemi,ABUSIVE
?????????????? ???????????????? ?????????????? ???? ?????? ???????????? ???????????? ???????? ?????? ?????? ???? ????????????????,ABUSIVE
nawashangaa wanakomaa kukujibu we mbuzi,ABUSIVE
"Falaaaaaaaa divaaaaaa, mbon juzi ulikuwa unanuka sikukwambia",ABUSIVE
Weweambaye unanuka K....??,ABUSIVE
Frustration and loneliness havitakuacha salama.,NOT
Ungejaribu kuchunguza vizuri chupi yako huwenda ilikuwa imekaa vibaya ndo mana harufu,ABUSIVE
"kuwa mkweli Dada. Unapigwa"""" dungus"""" na wanuka vikwapa siku hizi",ABUSIVE
Umeisha wewe huna lolote miguu utafikiri ni meddie kagere.,ABUSIVE
 Huyu limbukeni kachanganyikiwa??????,ABUSIVE
"Afadhari hata sisi vidume,weeusipoosha hilo shimo kwa kutwa moja tuu yao viza linaafadhari",ABUSIVE
eeeeeeh dah qumqqqqqqqqkkk nyokoooo,ABUSIVE
" Itakua kuma yako ndo ilikua inanuka, yaan nipo kwenye mchakato wa kukupata hata kwa ma  milioni lengo nikudhalilishe fala wew",ABUSIVE
jicho lako basi ukitambua ivyo ata wwe unanuka cozi kilamwana damu na halufu yake ya mwili jinuse na wwe,ABUSIVE
Yaani wewe kwa jinsi unavyofatilia harufu za wanaume ungekuwa jeshini ungekuwa kwenye kikosi cha mbwa,ABUSIVE
Haohao ndo wanakugeuza ww,ABUSIVE
Ata uwe msafi vp UKIJAMBA UWEZIKUVUA NGUO usiukumu wengine,ABUSIVE
Mfu ulie hai unajiona kana kwamba baba ako alichangia miti wakati Mungu anaumba mbingu na ardhi na vilivyomo,ABUSIVE
Tena ww ukishinda juani kutwa sipat picha shombo lake,ABUSIVE
malaya,ABUSIVE
Malaya mbovu,ABUSIVE
Malaya mzee,ABUSIVE
Mbwa jike wewe!,ABUSIVE
mkundu,ABUSIVE
msenge,ABUSIVE
Nenda kajitombe,ABUSIVE
Rambuza,NOT
Shoga wewe,ABUSIVE
umerogwa,ABUSIVE
Unafirwa,ABUSIVE
unatiwa,ABUSIVE
unatombwa na farasi,ABUSIVE
wewe malaya,ABUSIVE
hanithi,ABUSIVE
Kinuka mkundu,ABUSIVE
Kinuka uchi,ABUSIVE
kuma la babako,ABUSIVE
Kuma Mamako!,ABUSIVE
kuma nina,ABUSIVE
Kuma nyeusi,ABUSIVE
kuma ya mama yako,ABUSIVE
kumambichi,ABUSIVE
kumandizi,ABUSIVE
makende,ABUSIVE
 akili ndogo,ABUSIVE
akili mdundio,ABUSIVE
Mpumbavu,ABUSIVE
Mboro,ABUSIVE
mbolo,ABUSIVE
Kumanina,ABUSIVE
kuma nina,ABUSIVE
Kumamayo,ABUSIVE
kuma mbuzi,ABUSIVE
wewe ni mjinga,ABUSIVE
kalogwa huyu,ABUSIVE
nzige wa chadema,ABUSIVE
mhuni mhuni,ABUSIVE
wewe zezeta,ABUSIVE
masikini matako huyu,ABUSIVE
waziri kituko,ABUSIVE
wanaume wananuka,ABUSIVE
mtu wa ovyo,ABUSIVE
waziri hovyo,ABUSIVE
pumbafu,ABUSIVE
panya buku wewe,ABUSIVE
kunguni wewe,ABUSIVE
mwizi wewe,ABUSIVE
wapumbavu hutukana,ABUSIVE
zee la kutema machicha,ABUSIVE
wapumbavu wenzio,ABUSIVE
takataka wewe,ABUSIVE
akili huna wewe nyumbu,ABUSIVE
kichaa mwenzio,ABUSIVE
nenda kanye wewe,ABUSIVE
mtu alierukwa akili,ABUSIVE
kinywa kichafu wewe,ABUSIVE
mdomo mkubwa wewe,ABUSIVE
mjinga huyu,ABUSIVE
mtu mpumbavu,ABUSIVE
hayawani wewe,ABUSIVE
unanuka kikwapa,ABUSIVE
inzi wa kijani,ABUSIVE
wapuuzi hawa,ABUSIVE
unaona wivu jiue,ABUSIVE
mchamba mavi wewe,ABUSIVE
malaya wa kiume,ABUSIVE
kumamake wewe,ABUSIVE
wewe shoga tu,ABUSIVE
msagaji mkubwa ,ABUSIVE
giza la matakoni,ABUSIVE
msenge wewe,ABUSIVE
kichwa maji,ABUSIVE
roho mbaya wewe,ABUSIVE
wewe haunaga akili,ABUSIVE
ushuzi wewe,ABUSIVE
matako yako wewe,ABUSIVE
wanaonuka jasho,ABUSIVE
wenyewe mnanuka,ABUSIVE
wewe unanuka,ABUSIVE
wewe unanuka mkojo,ABUSIVE
utakua na ngoma wewe,ABUSIVE
mnanuka kum,ABUSIVE
hiki kizee kina nyege,ABUSIVE
takataka za dampo,NOT
huyu zuzu,ABUSIVE
mbona unawashwa,ABUSIVE
zezeta la lumumba,ABUSIVE
wewe mbumbumbu,ABUSIVE
akili kama fisi,ABUSIVE
wewe ni shetani,ABUSIVE
Chomeka vidole kwenye kuma yako,ABUSIVE
Fala,ABUSIVE
idiot,ABUSIVE
kafirwe,ABUSIVE
Shenzi,ABUSIVE
pumbu,ABUSIVE
Pumbafu,ABUSIVE
Ntakutomba,ABUSIVE
Ntakufira,ABUSIVE
 tunanuka pumbu jua kali achana na sisi,ABUSIVE
havitakuacha salama.,NOT
Umeisha wewe huna lolote miguu utafikiri ni Mk,ABUSIVE
eeeeeeh dah qumqqqqqqqqkkk nyokoooo,ABUSIVE
